INDIC,TAMIL
சகலர்,மும்மலக்கட்டினர்
சகவாசம்,"நட்பு,சேர்க்கை,கூடவிருத்தல்,உடனுறைதல்,பழக்கம்"
சகன்,"கூட்டாளி,தோழன்"
சகாயம்,"மலிவு,பயன்,உதவி,நயம்,நன்மை,துணை"
சகித்தல்,பொறுத்தல்
சகுனம்,குறி
சகோதரன்,"உடன் பிறந்தான்,உடன் பிறப்பு,தம்பி,தமையன்"
சகோதரி,"தங்கை,உடன் பிறந்தவள்,உடன் பிறந்தாள்,தமக்கை,உடன்பிறந்தாள்"
சக்கரம்,"உருளை,வட்டம்"
சகோரம்,நிலாமுகிப்புள்
சக்கரதரன்,திருமால்
சக்கரவர்த்தி,"அரசர்க்கரசன்,பேரரசன்,மன்னர்மன்னன்,தனியரசாள்வோன்,பேரரசர்"
சக்தி,"ஆற்றல்,வல்லமை,வலி,வலு"
சங்கடம்,"இக்கட்டு,தொல்லை,நெருக்கம்,இடர்,துன்பம்,வருத்தம்,கேடு"
சங்கதி,செய்தி
சங்கமம்,"இயங்கு திணைப்பொருள்,அசைவன,ஆறு கடலோடு கூடுமிடம்,கூடல்,கூடுகை"
சங்கற்பம்,நினைப்பளவு
சங்காரம்,அழித்தல்
சங்கிராந்தி,"திங்கட்பிறப்பு,ஒன்றின்று பிறிதொன்றிகட் செல்லல்"
சங்கீதம்,இசை
சங்கேதம்,"நினைவு,குறியீடு"
சங்கை,"எண்,ஐயம்,அச்சம்"
சங்கோசம்,கூச்சம்
சச்சிதானந்தம்,"உண்மையறிவின்பம்,மெய்யறிவின்பம்"
சஞ்சலம்,"அசைவு,கலக்கம்,கவலை,துன்பம்"
சஞ்சிதம்,"எஞ்சியது,ஈட்டியது"
சடுதி,விரைவு
சடிதி,விரைவு
சஷ்டியப்தபூர்த்தி,அறுபதாமாண்டு நிறைவு
சட்சு,கண்
சண்டித்தனம்,முருட்டுத்தன்மை
சதா,எப்பொழுதும்
சதானந்தம்,இடையறாவின்பம்
சதுரம்,"திறமை,அறிவுடைமை,நாற்பக்கம்"
சத்தம்,"ஒலி,ஏழு,சொல்,ஓசை"
சத்தியம்,"உண்மை,மெய்,வாய்மை,ஆணை"
சத்திரம்,"குடை,உணவுச்சாலை,சாவடி,ஊட்டுப்புரை"
சத்துரு,பகைவன்
சத்துவம்,"மெய்ப்படுதல்,விறல்"
சந்ததம்,எப்பொழுதும்
சந்ததி,"வழித்தோன்றல்,எச்சம்,வழிவழி,பிள்ளை,கால்வழி"
சந்தர்ப்பம்,"அற்றம்,தருவாய்,தருணம்,வாய்ப்பு,நேரம்,சமயம்"
சந்தியாவந்தனம்,"வேளை வழிபாடு,காலை மாலை வழிபாடு"
சந்திரன்,"மதி,தண்கதிர்,திங்கள்,பிறை,நிலவு,அம்புலி"
சந்து,"மூட்டு,இயங்கும் உயிர்,பிளப்பு,தூது,இரண்டு,முடுக்கு,பொருத்து"
சந்துஷ்டி,மகிழ்ச்சி
சந்தோஷம்,"களிப்பு,உவகை,மகிழ்ச்சி"
சந்நிதி,திருமுன்
சந்நிதானம்,திருமுன்
சந்நியாசம்,"துறவறம்,துறவு"
சந்நியாசி,துறவி
சபதம்,"சூள்,சூளுரை,ஆணை,சூளுரைத்தல்,வஞ்சினம்"
சபம்,உருவேற்றல்
ஜெபம்,உருவேற்றல்
சபா,"மன்றம்,கழகம்,அவை,அரங்கம்"
சபை,"மன்றம்,கழகம்,அவை,அரங்கம்"
சமஸ்கிருதம்,"செங்கிருதம்,நன்றாகச் செய்யப்பட்டது,வடமொழி"
சமத்தன்,"திறமையாளன்,வல்லவன்"
சமர்த்தன்,"திறமையாளன்,வல்லவன்"
சமத்துவம்,"ஒன்றுபடல்,ஒத்த உரிமை"
சமயம்,"பொழுது,நேரம்,காலம்"
சமயோசிதம்,"தக்கநேரம்,காலப்பொருத்தம்"
சமரசம்,"வேறுபாடின்மை,பொது"
சமாசம்,"கழகம்,கூட்டம்"
சமாசாரம்,செய்தி
சமாதானம்,"தணிவு,தக்க விடை,இணக்கம்,அமைதி,உடன்பாடு"
சமாதி,"அமைதி,பேசாதிருத்தல்,இறப்பு,பிணக்குழி"
சமாநம்,"ஒப்பு,உவமை,இணை"
சமிக்ஞை,குறிகாட்டல்
சமீபம்,"மருங்கு,அண்மை,அருகு"
சமுகம்,"நேர்,திருமுன்"
சமுச்சயம்,"கூட்டம்,ஐயம்"
சம்சயம்,"கூட்டம்,ஐயம்"
சமுதாயம்,கூட்டம்
சமூகம்,கூட்டம்
சமுத்திரம்,கடல்
சமேதம்,கூட இருத்தல்
சம்ஸாரம்,குடும்பம்
சம்ஸ்கிருதம்,வடமொழி
சம்பத்து,செல்வம்
சம்பந்தம்,"உறவு,பொருத்தம்,சார்பு,தொடர்பு,இயைபு,பற்று"
சம்பவம்,"நிகழ்ச்சி,நிகழ்வு,செயல்"
சம்பாஷணை,உரையாடல்
சம்பாதித்தல்,"தேடல்,தொகுத்தல்,ஈட்டல்"
சம்பிரதாயம்,"முன்னோர் நடை,பண்டைமுறை,தொன்றுதொட்ட வழக்கு,மரபு,தொன்மரபு"
சம்பூரணம்,"முழுமை,நிறைவு"
சம்மதம்,"உடன்பாடு,ஒப்பு"
சம்ரக்ஷணை,பாதுகாப்பு
சயநம்,"படுக்கை,உறக்கம்"
சயம்,வெற்றி
ஜெயம்,வெற்றி
சயிலம்,மலை
சரசம்,"இனிய விளையாட்டு,இனிய பண்பு"
சரசுவதி,"கலைமகள்,நாமகள்"
சரணம்,"வணக்கம்,திருவடி,அடைக்கலம்,தஞ்சம்,கால்,முடிப்பு"
சரணாகதி,"அடைக்கலம் புகுதல்,அடைக்கலம்,புகலடைதல்"
சரணாரவிந்தம்,திருவடித்தாமரை
சரம்,"அம்பு,மாலை"
சரவணம்,"பொய்கை,நாணல்"
சரிதம்,வரலாறு
சரித்திரம்,வரலாறு
சரீரம்,"உடல்,யாக்கை,மெய்,உடம்பு"
சர்ப்பம்,"நாகம்/பாம்பு,பாம்பு"
சருமம்,தோல்
சருவம்,எல்லாம்
சரோசம்,தாமரை
சர்வகலாசாலை,பல்கலைக்கழகம்
சர்வமானியம்,இறையிலி
சர்வேஸ்வரன்,எப்பொருட்கும் இறைவன்
சலசம்,தாமரை
சலசந்தி,கடலிணைக்கால்
சலசாட்சி,தாமரைக்கண்ணி
சலம்,நீர்
ஜலம்,"தண்ணீர்,நீர்"
சலதோஷம்,நீர்க்கோவை
சலநம்,அசைவு
சல்லாபம்,உரையாடல்
சவம்,பிணம்
சனம்,"மக்கள்,நரல்"
ஜனம்,"மக்கள்,நரல்"
சனனம்,பிறப்பு
சன்மம்,பிறப்பு
சனி,காரி
சன்மார்க்கம்,நன்னெறி
சன்மானம்,"பரிசு,வெகுமதி"
சன்னல்,பலகணி
சாகரம்,"ஆழி,கடல்"
சாக்கிரதை,"எச்சரிக்கை,உன்னிப்பு,விழிப்பு"
சாக்கிரம்,நனவு
சாகை,"தங்குமிடம்,வீடு"
சாசனம்,"விதி,முறி,விதிமுறை"
சாசுவதம்,"அசையா நிலை,உறுதி,அழியாமை,நிலை,வீடுபேறு"
சாடி,தாழி
சாட்சி,"சான்று,கரி"
சாஷ்டாங்கம்,"நெடுஞ்சாண்கிடை,எட்டுறுப்பு"
சாதகம்,"பயிற்சி,உதவி,காரியங்கைகூடல்,பிறந்தநாட் குறிப்பு"
சாதம்,சோறு
சாதனம்,"பயிற்சி,அடையாளம்,உறுதிமுறி,இடம்,கருவி,முயற்சி கைகூடல்"
சாதாரணம்,"எளிமை,பொதுமை,பொது"
சாதி,"இனம்,குலம்,வகுப்பு"
சாதித்தல்,"நிலைநிறுத்தல்,விடாது பற்றுதல்,நிறைவேற்றுதல்"
சாதியாசாரம்,குல ஒழுக்கம்
சாது,துறவி
சாதுரியம்,"திறமை,வன்மை"
சாத்திரம்,"கலை,நூல்"
சாத்மிகம்,அமைதித்தன்மை
சாத்துவிகம்,அமைதித்தன்மை
சாந்தம்,"அமைதி,பொறுமை"
சாந்திரம்,"திங்கட்டொடர்புடையது,நெருக்கம்"
சாபம்,"வில்,சாவம்,கெடுமொழி,தூற்றுதல்,தீமொழி,தூற்று,வசவு"
சாமர்த்தியம்,"திறமை,வல்லமை,கூறுபாடு"
சாமான்,"பொருள்கள்,பண்டம்,தட்டுமுட்டுகள்"
சாமி,"கடவுள்,அடிகள்,தலைவன்"
சுவாமி,"கடவுள்,அடிகள்,தலைவன்"
சாமீப்பியம்,சிவனருகிருப்பு
சாயை,நிழல்
சாயுச்சியம்,சிவப்பேறடைவு
சாரதி,"வலவன்,வலவர்"
சாராம்சம்,சிறந்த பகுதி
சாரீரம்,"குரல்,இன்னிசை,உடற்றொடர்பு,இனிய குரல்"
சாரூபம்,சிவனுருவம்
சாலோகம்,சிவவுலகு
சாவகாசம்,"ஒழிவு,ஓய்வு,வசதி,விரைவின்மை"
சாவதானம்,"ஒழிவு,உன்னிப்பு,ஓய்வு"
சிகரம்,"குவடு,உச்சி,தலை,முகடு,மலை"
சிகிச்சை,"மருத்துவமுறை,மருத்தீடு,மருத்துவம்,பரிகாரம்"
சிகித்சை,"மருத்துவம்,பரிகாரம்"
சிகை,"குடுமி,கூந்தல்"
சிங்கம்,"ஏறு,அரிமா"
சிம்ஹம்,"ஏறு,அரிமா"
சிங்காசனம்,அரியணை
சிங்காரம்,"அழகு,திருத்தம்,ஒப்பனை"
சிங்குவை,வாய்
சிசு,"குழந்தை,மகவு"
சிசுருஷை,பணிவிடை
சிட்சை,"ஒறுத்தல்,கற்பித்தல்,கல்வி பயிற்றல்"
சிக்ஷை,"ஒறுத்தல்,கற்பித்தல்,கல்வி பயிற்றல்"
சிருட்டி,"படைத்தல்,படைப்பு"
சிருஷ்டி,"ஆக்கம்,படைப்பு"
சித்தம்,"உள்ளம்,நினைவு,கருத்து"
சித்தி,"பேறு,ஆக்கம்"
சித்திரம்,"ஓவியம்,படம்"
சித்திரவதை,வன்கொலை
சிநேகம்,"நட்பு,கேண்மை"
சிநேகிதம்,"நட்பு,கேண்மை"
சிரஞ்சீவி,நீடுவாழ்வோன்
சிரத்தை,"கருத்துடைமை,உளத்திட்பம்,முதன்மை,விருப்பு,அக்கறை,அன்பு"
சிரம பரிகாரம்,துன்ப நீக்கம்
சிரமம்,"தொல்லை,துன்பம்"
சிரவணம்,கேள்வி
சிரார்த்தம்,இறந்தநாட்கடன்
ஸ்திரீதனம்,"மகட்கொடை,மகளுக்குக் கொடுக்கும் கொடை"
ஶ்ரீதனம்,"மகட்கொடை,மகளுக்குக் கொடுக்கும் கொடை"
ஶ்ரீமத்,திருவாளர்
ஶ்ரீலஶ்ரீ,மறைத்திருவாளர்
சிரேஷ்டம்,சிறப்பு
சிரேஷ்டன்,"தலைவன்,மூத்தோன்"
சிலாகித்தல்,புகழ்தல்
சிலாக்கியம்,"நன்மை,மேன்மை"
சிலேட்டுமம்,"கோழை,சளி"
சிவிகை,பல்லக்கு
சிற்பம்,கற்றச்சு
சின்னம்,அடையாளம்
சின்னாபின்னம்,உருக்குலைவு
சீக்கிரம்,"ஒல்லை,விரைவு,கடிது"
சீடன்,மாணாக்கன்
சீணதசை,"மழுக்கம்,அழிவுக்காலம்"
சீதபேதி,வயிற்றளைச்சல்
சீதம்,குளிர்ச்சி
சீதளம்,குளிர்ச்சி
சீதோஷ்ணம்,தட்பவெப்பம்
சீமந்தம்,"சூல்காப்பிடுஞ்சடங்கு,முதற்சூல்"
சீமந்த புத்திரன்,தலைமகன்
சீமந்தினி,பெண்மகள்
சீரணம்,"பழுது,செரித்தல்"
சீர்ணோத்தாரணம்,பழுது பார்த்தல்
சீலம்,ஒழுக்கம்
சீவசெந்து,உயிர்ப்பொருள்
சீவகாருண்ணியம்,"உயிர்களிடத்தன்பு,அருள் ஒழுக்கம்"
சீவனம்,பிழைப்பு
சீவியம்,"வாழ்நாள்,வாழ்க்கை,பிழைப்பு"
சுகந்தம்,நறுமணம்
சுகம்,"நலம்,இன்பம்"
சுகாதாரம்,நலவழி
சுகிர்தம்,நன்மை
சுக்கிரவாரம்,வெள்ளிக்கிழமை
சுக்கிலபக்ஷம்,வளர்பிறை
சுக்கிலம்,"வெண்ணீர்,வெண்மை"
சுதந்திரம்,"தன்னுரிமை,உரிமை,விடுதலை"
சுதேசம்,தாய்நாடு
சுத்தம்,"தூய்மை,துப்புரவு"
சுந்தரம்,அழகு
சுபாவம்,"இயல்பு,தன்மை,இயற்கை"
சுயபாஷை,தாய்மொழி
சுபிக்ஷம்,செழிப்பு
சுயம்வரம்,"தான் விரும்பும் மணம்,மணத்தன்னேற்பு"
சுயார்ச்சிதம்,தான் தேடிய பொருள்
சுயேச்சை,தன் விருப்பம்
சுரஸம்,முறித்த சாறு
சுரம்,"வெப்புநோய்,காய்ச்சல்"
சுருதி,குரல்
சுலபம்,எளிது
சுவதந்திரம்,உரிமை
சுவர்க்கம்,"துறக்கம்,பேரின்பவீடு"
சுவர்ணம்,பொன்
சுவாசகாசம்,இளைப்பிருமல்
சுவாசம்,"மூச்சு,உயிர்ப்பு"
சுவாதிஷ்டானம்,கொப்பூழ்
சுவீகாரம்,"தத்து,தனதாக்குதல்"
சுவேதம்,வெண்மை
சுழுத்தி,உறக்கம்
சூக்குமம்,"அணு,நுண்மை"
சூசிகை,"யானை,துதிக்கை,ஊசி"
சூதகம்,தீட்டு
சூரணம்,தூள்
சூரியன்,"வெயிலோன்,ஞாயிறு,என்றூழ்,பகலவன்,கதிரவன்,பரிதி,கனலி,எல்லோன்,வெய்யோன்"
சூலம்,வேல்
சூன்யம்,"இல் பொருள்,பாழ்,இன்மை"
சேஷம்,"எச்சில்,மிச்சம்"
சேஷ்டன்,"மூத்தோன்,தமையன்"
சேஷ்டை,"அக்காள்,குறும்பு,தமக்கை"
சேத்திரம்,"திருப்பதி,திருக்கோயில்"
சேமம்,"நலம்,காவல்,புதையல்"
சேவகன்,"போர் மறவன்,காவற்காரன்"
சேவித்தல்,"வணங்கல்,தொழுதல்"
சேனாதிபதி,"சேனைத்தலைவன்,படைத்தலைவன்"
சைந்யம்,படை
சைலம்,மலை
சொஸ்தம்,"நலம்,குணம்"
சொப்பனம்,கனவு
சோதரன்,உடன் பிறந்தான்
சோதனை,"தேர்வு,ஆய்வு,ஆராய்ச்சி"
சோதி,ஒளிவிளக்கம்
ஜோதி,"ஒளி,ஒளிவிளக்கம்,சுடர்"
சோதிடர்,"காலக்கணிதர்,குறிப்பாளர்,கோள்நூலார்"
சோசியர்,"காலக்கணிதர்,குறிப்பாளர்,கோள்நூலார்"
சோத்திரம்,செவி
சோபித்தல்,"ஒளிர்தல்,விளங்கல்"
சோமன்,"திங்கள்,மதி"
சோமவாரம்,திங்கட்கிழமை
சோலி,"தொழில்,வேலை"
சௌகரியம்,"நலம்,எளிது,வசதி"
சௌக்கியம்,"நலம்,மகிழ்ச்சி"
சௌஜன்யம்,நல்லிணக்கம்
சௌந்தரம்,அழகு
சௌபாக்கியவதி,"திருமகள்,செல்வி"
சௌரமானம்,பகல் வழியளவு
சூரியமானம்,பகல் வழியளவு
ஞாதி,சுற்றம்
ஞானம்,"அருளறிவு,அறிவு,கல்வி,மெய்யுணர்வு"
ஞாபகம்,நினைவு
தகநம்,"எரித்தல்,சுடுதல்"
தக்கணம்,"தெற்கு,உடன்"
தசாவதாரம்,பத்துப் பிறப்பு
தயை,"புலால்,ஊன்,இரக்கம்,கண்ணோட்டம்,அன்பு"
தசா,"புலால்,ஊன்"
தட்சிணாமூர்த்தம்,"குருவடிவம்,தென்முகக் கடவுள்"
தட்சிணை,காணிக்கை
தக்கணை,காணிக்கை
தண்டனை,"கட்டளை,ஆணை,ஒறுப்பு"
ததாஸ்து,அப்படியேயாகட்டும்
ததியோதநம்,தயிர்ச்சோறு
தத்தம்,"கொடுத்தல்,ஈகை"
தத்துவம்,"உண்மை,மெய்,பொருளியல் உண்மை"
தநம்,"கொங்கை,பொருள்,செல்வம்"
தனம்,"கொங்கை,பொருள்,செல்வம்"
தநவான்,செல்வன்
தந்தம்,பல்
தந்தி,"ஆண்யானை,மின்செய்தி,கம்பி"
தந்திரம்,"சூழ்ச்சி,நூல்"
தபசு,தவம்
தவசு,தவம்
தபால்,அஞ்சல்
தமரகம்,உடுக்கை
தமாஷ்,"விளையாட்டு,நகைச்சுவை,பகடி"
தம்பதி,கணவனும் மனைவியும்
தம்பம்,தூண்
ஸ்தம்பம்,"தூண்,மரம்"
தயவு,"இரக்கம்,கண்ணோட்டம்,அன்பு"
தயா,"இரக்கம்,கண்ணோட்டம்,அன்பு"
தயிலம்,எண்ணெய்
தரா,"நிலம்,வையகம்"
தராசு,"நிறைகோல்,துலாக்கோல்"
திராசு,"நிறைகோல்,துலாக்கோல்"
தரிசனம்,"கண்,பார்வை,காட்சி"
தரித்தல்,"அணிதல்,பூணல்,மேற்கொள்ளல்,உடுத்தல்"
தரித்திரம்,"இன்மை,எளிமை,வறுமை,மிடி,நல்குரவு"
தருக்கம்,"அளவை,அளவை நூல்"
தருணம்,"பொழுது,வேளை"
தருமம்,அறம்
தலம்,"பதி,இடம்,கோயில்"
ஸ்தலம்,"பதி,இடம்,கோயில்"
தலயாத்திரை,"திருக்கோயிற் செலவு,திருக்கோயிற் பயணம்"
தற்சமயம்,"இப்போது,இவ்வேளை"
தாகம்,"நீர்வேட்கை,வேட்கை,விடாய்"
தாசன்,"அடிமை,அடியான்"
தாட்சணியம்,கண்ணோட்டம்
தாநம்,"இருக்கை,இடம்"
ஸ்தாநம்,"இருக்கை,இடம்"
தாபரம்,"அசையாப் பொருள்,நிற்பன,நிலையியற் பொருள்"
தாவரம்,"அசையாப் பொருள்,நிற்பன,செடி,நிலையியற் பொருள்"
தாபித்தல்,"நிறுவுதல்,நிலைநிறுத்தல்,நாட்டல்"
தாமசம்,"மயல்,அட்டி,தாழ்த்தல்"
தாமதம்,"மயல்,அட்டி,தாழ்த்தல்"
தாமம்,"மாலை,கயிறு"
தாம்பரபரணி,பொருநை
தாரதம்மியம்,ஏற்றத்தாழ்வு
தாற்பரியம்,கருத்துரை
தானம்,"கொடை,ஈகை"
தானியம்,கூலம்
திடம்,"வன்மை,உறுதி"
திட்டி,"கண்ணேறு,கண்,பார்வை"
திருட்டி,"கண்ணேறு,கண்,பார்வை"
திதி,காத்தல்
திநம்,"ஞான்று,நாள்"
தினம்,"ஞான்று,நாள்"
தியாகம்,கொடை
தியானித்தல்,"நினைத்தல்,வழிபடல்"
திரம்,"உறுதி,நிலை"
ஸ்திரம்,"உறுதி,நிலையானது,நிலை"
திரயம்,மூன்று
திரவியம்,"பொருள்,செல்வம்"
திராவகம்,"செய்நீர்,சாரம்"
திராட்சை,கொடிமுந்திரி
திரி,பெண்
ஸ்திரீ,பெண்
திருட்டாந்தம்,"மேற்கோள்,சான்று,எடுத்துக்காட்டு"
திருத்தி,"சால்வு,அமைவு,மனநிறைவு"
திருப்தி,"சால்வு,மனநிறைவு,நிறைவு,அமைவு,மன நிறைவு,உள நிறைவு"
திரோபவம்,மறைத்தல்
திலகம்,பொட்டு
திவ்வியம்,"மேன்மை,நேர்த்தி,தெய்வத் தன்மையுள்ள,இனிமை"
தினசரி,"நாடோறும்,நாள்தோறும்,நாளேடு"
தீபஸ்தம்பம்,"கலங்கரை விளக்கம்,விளக்குத்தண்டு"
தீபாராதனை,ஒளியால்வழிபடுகை
தீரம்,கரை
தீரன்,"திறனாளன்,ஆண்டகை,திண்ணியன்"
தீர்க்கதரிசி,"முக்காலவுணர்வினன்,மெய்க்காட்சியாளன்,ஆவதறிவார்"
தீர்க்கம்,தெளிவு
தீர்த்தம்,"திருக்குளம்,புனிதநீர்,நன்னீர்"
தீவாந்தரம்,"வெளி,தீவு"
தீவிரம்,விரைவு
துக்கம்,"கவலை,பரிவு,துன்பம்,துயரம்,வருத்தம்"
துஷ்டன்,"வம்பன்,பட்டி,தீயவன்"
துதி,"வணக்கம்,வழுத்துரை"
ஸ்துதி,"வணக்கம்,வழுத்துரை"
துரிதம்,"வேகம்,விரைவு"
துரியம்,பேருறக்கம்
துரியாதீதம்,உயிர்ப்படக்கம்
துரோகம்,"வஞ்சனை,இரண்டகம்"
துவசம்,கொடி
துவாரம்,"வாயில்,புழை,துளை"
துவேஷம்,"வெறுப்பு,பகை"
தூஷணை,"பழி,இகழ்ச்சி,பழிச்சொல்"
தூதர்,"வேவுகாரர்,ஒற்றர்"
தூபம்,புகை
தூபி,முடி ( கோயில் முதலியவற்றின் முடி )
ஸ்தூபி,முடி ( கோயில் முதலியவற்றின் முடி )
தூரதிருஷ்டிக் கண்ணாடி,தொலை நோக்காடி
தூரம்,"தொலைவு,சேய்மை,எட்டாக் கை"
தூலம்,பருமை
தேகம்,"உடல்,யாக்கை,மெய்"
தேகவியோகம்,சாக்காடு
தேகாப்பியாசம்,உடற்பயிற்சி
தேசசு,ஒளி
தேசம்,நாடு
தேயு,அனல்
தேவபக்தி,"கடவுட் பற்று,தெய்வநேயம்,கடவுளிடத்தன்பு"
தெய்வபக்தி,"கடவுட் பற்று,தெய்வநேயம்,கடவுளிடத்தன்பு"
தேவன்,"இறைவன்,தலைவன்"
தேவஸ்தானம்,"கடவுள் நிலையம்,ஆலயம்,திருக்கோயில்,கோயில்"
தேவாதீனம்,கடவுட்செயல்
தேவி,"இறைவி,தலைவி,அரசி"
தைரியம்,"ஆண்மை,துணிவு,உறுதி,ஊக்கம்,திட்பம்"
தைலம்,எண்ணெய்
தொக்கு,மெய்
தோடம்,குற்றம்
தோஷம்,"குறை,குற்றம்"
தோத்திரம்,"வாழ்த்து,வழுத்து"
நகல்,படி
நகுலம்,கீரி
நடராஜமூர்த்தி,"அம்பலவாணன்,கூத்தன்"
நடராஜன்,"அம்பலவாணன்,கூத்தன்"
நட்சத்திரம்,"நாள்மீன்,நாள்,வெள்ளி,மீன்,விண்மீன்"
நட்டம்,"கேடு,இழப்பு"
நஷ்டம்,"சேதம்,கேடு,இழப்பு"
நதி,"யாறு,ஆறு"
நந்தர்,இடையர்
நந்தவனம்,"பூந்தோட்டம்,பூங்கா"
நந்தனவனம்,"பூந்தோட்டம்,பூங்கா"
நபர்,ஆள்
நமஸ்காரம்,வணக்கம்
நயம்,நன்மை
நயனம்,கண்
நரகம்,"நிரயம்,அளறு"
நரன்,மனிதன்
நர்த்தனம்,"நடனம்,நடனம்/ஆடல்,கூத்து,ஆடல்"
நவக்கிரகம்,ஒன்பது கோள்
நவதானியம்,ஒன்பது வகைத் தவசம்
நவநீதம்,வெண்ணெய்
நவீனம்,புதுமை
நாகம்,பாம்பு
நாசம்,"வீண்,அழிவு,கேடு"
நாசி,மூக்கு
நாஸ்திகன்,தெய்வமில் கொள்கையாளன்
நாதம்,"ஒலி,செந்நீர்,ஓசை,செம்பால்"
நாதன்,தலைவன்
நாநாவிதம்,பலவகை
நாபிதன்,மயிர்வினைஞன்
நாவிதன்,மயிர்வினைஞன்
நாமம்,பெயர்
நாயகன்,தலைவன்
நாயகி,தலைவி
நாராசம்,இருப்பாணி
நாரிகேளம்,தேங்காய்
நிக்கிரகம்,"ஒழிப்பு,அழிக்கை"
நிசம்,"உண்மை,மெய்"
நிசி,இரவு
நிச்சயம்,"மெய்,துணிவு,உறுதி,தேற்றம்,திண்ணம்"
நிஷ்டூரம்,கொடுமை
நிதரிசனம்,கண்கூடு
நிதானம்,"மதிப்பு,பதறாமை"
நிதி,"வைப்பு,பொருள்,செல்வம்,பணம்"
நித்தியம்,"நாடோறும்,அழியாமை,எப்பொழுதும்"
நித்திரை,"துயில்,தூக்கம்,கண்படை,உறக்கம்"
நிந்தனை,"பழிப்பு,இகழ்ச்சி"
நிபந்தனை,"உறுதி,ஏற்பாடு,கட்டுப்பாடு"
நிபுணர்,"தேர்ந்தவர்,வல்லவர்,வல்லுநர்"
நிமிஷம்,"மணித்துளி,நொடிப்பொழுது,நொடி"
நிமித்தம்,"காரணம்,குறி,பொருட்டு,அடையாளம்"
நியதி,"செய்கடன்,பிறழா நிகழ்ச்சி,ஒழுங்கு,ஊழ்,முறை"
நியமம்,"நெறி,முறை,ஒழுங்கு,நாட்கடன்"
நியமனம்,"கட்டளை,ஒழுங்கு"
நியமித்தல்,"ஏற்படுத்தல்,அமைத்தல்"
நியாயம்,"நெறி,முறை,நடுநிலை"
நியாயாதிபதி,"நடுவர்,முறைமன்றத் தலைவர்"
நிருணயம்,உறுதி
நிருமூலம்,"அடியற்றது,அழிவு,வேரோடு கல்லல்"
நிருவாகம்,"மேலாண்மை,பொருப்பு,கொண்டு நடத்தல்"
நிருவாணம்,"பற்றின்மை,முண்டம்,உடையின்மை"
நிரூபித்தல்,"மெய்ப்பித்தல்,நிலைபெறுத்தல்"
நிர்ப்பந்தம்,"தொல்லை,நெருக்கம்,வலுக்கட்டாயம்,இடர்"
நிவர்த்தி,"விடுதலை,நீக்கம்"
நிவிர்த்தி,"விடுதலை,நீக்கம்"
நீசன்,"தாழ்ந்தோன்,கீழ்மகன்"
நீதி,"நெறி,அறநெறி,நேர்நிறை,நேர்பாடு,நடுநிலை நன்னெறி,நடுவுநிலை,அறம்,முறை,நேர்"
நீதிஸ்தலம்,முறைமன்றம்
நூதனம்,புதுமை
நேத்திரம்,கண்
பகவன்,"கடவுள்,பெருமான்"
பகவான்,"கடவுள்,பெருமான்,இறைவன்"
பகிஷ்காரம்,விலக்கு
பகிரங்கம்,வெளிப்படை
பக்குவம்,"நிலை,தகுதி"
பங்கஜம்,"முளரி,தாமரை"
பங்கம்,"பழுது,குறை,சேறு,குற்றம்"
பசார்,"சந்தை,அங்காடி"
பசு,"உயிர்,ஆ"
பச்சாத்தாபம்,"கழிவிரக்கம்,கண்ணோட்டம்"
பஞ்சபாதகன்,ஐம்பெருங்குற்றத்தான்
பஞ்சாட்சரம்,ஐந்தெழுத்து
பட்சணம்,தின்பண்டம்
பட்சம்,"உருக்கம்,அன்பு"
பட்சி,"பறவை,புள்"
பட்டாபிஷேகம்,முடிசூட்டல்
பண்டிகை,"திருவிழா,பெருநாள்"
பண்டிதன்,"மருத்துவன்,புலவன்,அறிஞன்"
பதட்டம்,"விரைதல்,பதறுதல்,அஞ்சல்"
பதம்,"சொல்,விலை"
பதார்த்தம்,"கறி,சொற்பொருள்,பொருள்"
பதி,கடவுள்
பதிவிரதை,"கற்புடையாள்,கற்பரசி,கற்புடையான்"
பதுமாவதி,திருமகள்
பத்மாசநி,திருமகள்
பத்தர்,"அன்பர்,தொண்டர்"
பத்தி,"பற்று,அன்பு,நேயம்"
பக்தி,"பற்று,அன்பு,நேயம்"
பத்தியம்,"செய்யுள்,மருந்துணா"
பத்திரம்,"இலை,ஆவணம்"
பத்திரிகை,"செய்தித்தாள்,செய்தித் தாள்,இதழ்,செய்தி இதழ்"
பந்தம்,"கட்டு,தொடர்பு,உறவு,பிணைப்பு"
பந்தி,"வரிசை,தொகுதி"
பயங்கரம்,"கொடுமை,அச்சம்"
பயம்,அச்சம்
பரஸ்பரம்,"ஒருவர்க்கொருவர்,இருவழி"
பரதேசம்,பிறர்நாடு
பரமகதி,"மேல்நிலை,வீடுபேறு"
பரம்பரை,"தலைமுறை,கால்வழி"
பரவசம்,"தன்னுணர்வின்மை,மெய்மறத்தல்"
பராக்கிரமசாலி,ஆண்டகை
பரிகாசம்,"இகழ்ச்சிச் சிரிப்பு,நகையாடல்,ஏளனம்,பகடி"
பரிசம்,ஊறு
பரிசுத்தம்,"தூய்மை,புனிதம்,மாசின்மை,துப்புரவு"
பரிதாபம்,இரக்கம்
பரிமாணம்,அளவு
பரிமிதம்,அளவுபட்டது
பரீட்சை,தேர்வு
பருவதம்,மலை
பர்வதம்,மலை
பரோபகாரம்,"உதவி,கைம்மாறு கருதா உதவி"
