INDIC,TAMIL
கண்திருஷ்டி,கண்ணெச்சில்
கதம்பம்,கூட்டம்
கதம்பம்,மணப்பொருட்கூட்டு
கநகம்,பொன்
கந்தமூலம்,கிழங்கு
கந்தம்,மணம்
கந்தம்,நாற்றம்
கந்துகம்,குதிரை
கந்துகம்,பந்து
கந்மஷம்,அழுக்கு
கந்மஷம்,தீவினை
கந்நிகை,மணமாகாதவள்
கபம்,கோழை
கபோதி,குருடன்
கமலம்,தாமரை
கம்பீரம்,செருக்கு
கம்பீரம்,உயர்தோற்றம்
கம்பீரம்,பெருமை
கம்பீரம்,ஆழம்
கயரோகம்,எலும்புருக்கி நோய்
கயிலாசம்,சிவப்பேறு
கயிலாசம்,நொடித்தான்மலை
கயிலாயம்,சிவப்பேறு
கயிலாயம்,நொடித்தான்மலை
கரகோஷம்,கை தட்டுதல்
கருடன்,கலுழன்
கருணை,அருள்
கருணை,இரக்கம்
கருத்தா,தலைவன்
கருத்தா,வினை முதல்
கருத்தா,ஆக்கியோன்
கருத்தா,நூலாசிரியன்
கர்த்தா,தலைவன்
கர்த்தா,வினை முதல்
கர்த்தா,ஆக்கியோன்
கர்த்தா,நூலாசிரியன்
கருமம்,வினை
கருமம்,தொழில்
கர்க்கடகம்,நண்டு
கர்ச்சனை,முழக்கம்
கர்ப்பக்கிரகம்,அகநாழிகை
கர்ப்பக்கிரகம்,திருஉள் நாழிகை
கர்ப்பவதி,சூலி
கர்வம்,செருக்கு
கலசம்,குடம்
கலாசாலை,கல்லூரி
கலியாணம்,மணம்
கலியாணம்,மன்றல்
கவி,செய்யுள்
கவி,பாவலன்
கவி,பாட்டு
கவுளி,பல்லி
கனம்,சுமை
கனம்,பளுவு
காசம்,ஈளை நோய்
காசம்,இருமல் நோய்
காஷாயம்,காவி
காஷ்டம்,விறகு
காயம்,உடல்
காயம்,யாக்கை
காயம்,வான்
காரகன்,செய்பவன்
காரியதரிசி,அமைச்சன்
காரியதரிசி,செயலாளன்
காரியஸ்தன்,செயலாளன்
காலக்கிரமம்,கால ஒழுங்கு
காலச்சேபம்,வாழ்க்கை
காலச்சேபம்,நாட்கழிதல்
காளம்,கருமை
காளம்,முகில்
கிஸ்தி,திறை
கிஞ்சுகம்,கிளி
கிடாரம்,கொப்பரை
கியாதி,புகழ்
கியாதி,மேன்மை
கிரகசாரம்,கோள்நிலை
கிரகசாரம்,கோட்சாரம்
கிரகணம்,பற்றுதல்
கிரகணம்,பிடித்தல்
கிரகம்,வீடு
கிரகம்,கோள்
கிரகம்,பற்றுதல்
கிரகம்,பிடிப்பு
கிரகஸ்தம்,இல்லறநிலை
கிரகித்தல்,பற்றுதல்
கிரகித்தல்,இழுத்தல்
கிரகித்தல்,கவர்தல்
கிரகித்தல்,உணர்தல்
கிரந்தம்,நூல்
கிரமம்,ஒழுங்கு
கிரமம்,முறைமை
கிரயம்,விலை
கிராதன்,குறவன்
கிராதன்,வேட்டுவன்
கிராமம்,சிற்றூர்
கிரியை,தொழில்
கிரியை,செயல்
கிரியை,வினை
கிரியை,சடங்கு
கிரீடம்,முடி
கிருஷி,பயிர்
கிருஷி,உழவு
கிருஷி,பயிர் செய்கை
கிருஷ்ணபக்ஷம்,தேய்பிறை
கிருபை,அருள்
கிருபை,இரக்கம்
கிருமி,பூச்சி
கிருமி,புழு
கிலம்,அழிவு
கிலேசம்,அச்சம்
கிலேசம்,கவலை
கிலேசம்,துன்பம்
கீணம்,கேடு
கீணம்,சிதைவு
க்ஷீணம்,கேடு
க்ஷீணம்,சிதைவு
கீதம்,இசை
கீதம்,இசைப்பாட்டு
கீர்த்தி,புகழ்
கீர்த்தி,இசை
குக்குடம்,கோழி
குலசம்,நலம்
குலசம்,நன்மை
குஞ்சரம்,யானை
குஷ்டம்,தொழுநோய்
குஷ்டம்,பெருநோய்
குணம்,இயல்பு
குதூகலம்,பெருங்களிப்பு
குதூகலம்,பெருமகிழ்ச்சி
குபேரன்,பெருஞ் செல்வன்
குபேரன்,செல்வக் கடவுள்
குமரி,நங்கை
குமரி,மணமாகாப் பெண்
குமரி,புதல்வி
குமரி,மகள்
குமாரி,நங்கை
குமாரி,மணமாகாப் பெண்
குமாரி,புதல்வி
குமாரி,மகள்
கும்பகோணம்,குடமூக்கு
கும்பாபிஷேகம்,குடமுழுக்கு
கும்பம்,குடம்
குருபக்தி,ஆசானிடத்தன்பு
குருபக்தி,குருவினிடத்தன்பு
குரூபி,உருவிலி
குரூபி,அழகிலி
குரூரம்,கொடுமை
குரூரம்,அஞ்சாமை
குரூரம்,தறுகண்
குரூரம்,ஈரமின்மை
குரோதம்,உட்பகை
குரோதம்,சினம்
குலஸ்திரீ,குலமகள்
குன்மம்,சூலை
குன்மம்,வயிற்றுவலி
கூசுமாண்டம்,பூசுணி
கூபம்,கிணறு
கூபம்,கூவம்
கூர்மம்,ஆமை
கேலி,பகடி
கேலி,இகழ்ச்சி
கைங்கரியம்,தொண்டு
கைங்கரியம்,பணி
கோஷ்டம்,கூட்டம்
கோஷ்டம்,மணப் பொருள்
கோஷ்டம்,பேரொலி
கோஷம்,முழக்கம்
கோஷ்டி,கூட்டம்
கோதண்டம்,வில்
கோத்திரம்,குலம்
கோத்திரம்,வகுப்பு
கோத்திரம்,மரபு
கோமயம்,ஆனீர்
கோரம்,கொடுமை
கோரம்,அச்சம்
சகசம்,இயற்கை
சகசம்,ஒற்றுமை
சகடம்,வண்டி
சகடு,வண்டி
சகலம்,எல்லாம்
சகலர்,மும்மலக்கட்டினர்
சகவாசம்,கூடவிருத்தல்
சகவாசம்,உடனுறைதல்
சகவாசம்,பழக்கம்
சகவாசம்,சேர்க்கை
சகவாசம்,நட்பு
சகன்,தோழன்
சகன்,கூட்டாளி
சகாயம்,உதவி
சகாயம்,துணை
சகாயம்,நயம்
சகாயம்,நன்மை
சகாயம்,மலிவு
சகாயம்,பயன்
சகித்தல்,பொறுத்தல்
சகுனம்,குறி
சகோதரன்,உடன் பிறந்தான்
சகோதரன்,தமையன்
சகோதரன்,தம்பி
சகோதரி,உடன் பிறந்தாள்
சகோதரி,தமக்கை
சகோதரி,தங்கை
சக்கரம்,உருளை
சக்கரம்,வட்டம்
சகோரம்,நிலாமுகிப்புள்
சக்கரதரன்,திருமால்
சக்கரவர்த்தி,தனியரசாள்வோன்
சக்கரவர்த்தி,மன்னர்மன்னன்
சக்கரவர்த்தி,அரசர்க்கரசன்
சக்தி,ஆற்றல்
சக்தி,வல்லமை
சக்தி,வலி
சங்கடம்,நெருக்கம்
சங்கடம்,துன்பம்
சங்கடம்,கேடு
சங்கடம்,வருத்தம்
சங்கதி,செய்தி
சங்கமம்,ஆறு கடலோடு கூடுமிடம்
சங்கமம்,கூடுகை
சங்கமம்,இயங்கு திணைப்பொருள்
சங்கமம்,அசைவன
சங்கற்பம்,நினைப்பளவு
சங்காரம்,அழித்தல்
சங்கிராந்தி,திங்கட்பிறப்பு
சங்கிராந்தி,ஒன்றின்று பிறிதொன்றிகட் செல்லல்
சங்கீதம்,இசை
சங்கேதம்,குறியீடு
சங்கேதம்,நினைவு
சங்கை,எண்
சங்கை,ஐயம்
சங்கை,அச்சம்
சங்கோசம்,கூச்சம்
சச்சிதானந்தம்,உண்மையறிவின்பம்
சஞ்சலம்,கலக்கம்
சஞ்சலம்,கவலை
சஞ்சலம்,துன்பம்
சஞ்சலம்,அசைவு
சஞ்சிதம்,ஈட்டியது
சஞ்சிதம்,எஞ்சியது
சடுதி,விரைவு
சடிதி,விரைவு
சஷ்டியப்தபூர்த்தி,அறுபதாமாண்டு நிறைவு
சட்சு,கண்
சண்டித்தனம்,முருட்டுத்தன்மை
சதா,எப்பொழுதும்
சதானந்தம்,இடையறாவின்பம்
சதுரம்,அறிவுடைமை
சதுரம்,திறமை
சதுரம்,நாற்பக்கம்
சத்தம்,ஓசை
சத்தம்,ஒலி
சத்தம்,சொல்
சத்தம்,ஏழு
சத்தியம்,உண்மை
சத்தியம்,ஆணை
சத்தியம்,மெய்
சத்திரம்,உணவுச்சாலை
சத்திரம்,ஊட்டுப்புரை
சத்திரம்,சாவடி
சத்திரம்,குடை
சத்துரு,பகைவன்
சத்துவம்,விறல்
சத்துவம்,மெய்ப்படுதல்
சந்ததம்,எப்பொழுதும்
சந்ததி,வழிவழி
சந்ததி,பிள்ளை
சந்ததி,எச்சம்
சந்ததி,கால்வழி
சந்தர்ப்பம்,சமயம்
சந்தர்ப்பம்,அற்றம்
சந்தர்ப்பம்,நேரம்
சந்தியாவந்தனம்,காலை மாலை வழிபாடு
சந்திரன்,திங்கள்
சந்திரன்,தண்கதிர்
சந்திரன்,நிலவு
சந்திரன்,மதி
சந்திரன்,அம்புலி
சந்திரன்,பிறை
சந்து,முடுக்கு
சந்து,இயங்கும் உயிர்
சந்து,தூது
சந்து,பிளப்பு
சந்து,பொருத்து
சந்து,இரண்டு
சந்து,மூட்டு
சந்துஷ்டி,மகிழ்ச்சி
சந்தோஷம்,மகிழ்ச்சி
சந்தோஷம்,உவகை
சந்தோஷம்,களிப்பு
சந்நிதி,திருமுன்
சந்நிதானம்,திருமுன்
சந்நியாசம்,துறவு
சந்நியாசம்,துறவறம்
சந்நியாசி,துறவி
சபதம்,வஞ்சினம்
சபதம்,ஆணை
சபம்,உருவேற்றல்
ஜெபம்,உருவேற்றல்
சபா,அவை
சபா,மன்றம்
சபா,கழகம்
சபா,அரங்கம்
சபை,அவை
சபை,மன்றம்
சபை,கழகம்
சபை,அரங்கம்
சமஸ்கிருதம்,நன்றாகச் செய்யப்பட்டது
சமஸ்கிருதம்,வடமொழி
சமத்தன்,வல்லவன்
சமத்தன்,திறமையாளன்
சமர்த்தன்,வல்லவன்
சமர்த்தன்,திறமையாளன்
சமத்துவம்,ஒத்த உரிமை
சமத்துவம்,ஒன்றுபடல்
சமயம்,பொழுது
சமயம்,நேரம்
சமயம்,காலம்
சமயோசிதம்,காலப்பொருத்தம்
சமயோசிதம்,தக்கநேரம்
சமரசம்,பொது
சமரசம்,வேறுபாடின்மை
சமாசம்,கழகம்
சமாசம்,கூட்டம்
சமாசாரம்,செய்தி
சமாதானம்,அமைதி
சமாதானம்,இணக்கம்
சமாதானம்,தணிவு
சமாதானம்,உடன்பாடு
சமாதானம்,தக்க விடை
சமாதி,அமைதி
சமாதி,பிணக்குழி
சமாதி,பேசாதிருத்தல்
சமாதி,இறப்பு
சமாநம்,உவமை
சமாநம்,ஒப்பு
சமாநம்,இணை
சமிக்ஞை,குறிகாட்டல்
சமீபம்,அருகு
சமீபம்,அண்மை
சமீபம்,மருங்கு
சமுகம்,நேர்
சமுகம்,திருமுன்
சமுச்சயம்,கூட்டம்
சமுச்சயம்,ஐயம்
சம்சயம்,கூட்டம்
சம்சயம்,ஐயம்
சமுதாயம்,கூட்டம்
சமூகம்,கூட்டம்
சமுத்திரம்,கடல்
சமேதம்,கூட இருத்தல்
சம்ஸாரம்,குடும்பம்
சம்ஸ்கிருதம்,வடமொழி
சம்பத்து,செல்வம்
சம்பந்தம்,உறவு
சம்பந்தம்,பற்று
சம்பந்தம்,இயைபு
சம்பந்தம்,சார்பு
சம்பந்தம்,தொடர்பு
சம்பந்தம்,பொருத்தம்
சம்பவம்,நிகழ்ச்சி
சம்பவம்,செயல்
சம்பாஷணை,உரையாடல்
சம்பாதித்தல்,ஈட்டல்
சம்பாதித்தல்,தேடல்
சம்பாதித்தல்,தொகுத்தல்
சம்பிரதாயம்,தொன்றுதொட்ட வழக்கு
சம்பிரதாயம்,முன்னோர் நடை
சம்பிரதாயம்,பண்டைமுறை
சம்பூரணம்,நிறைவு
சம்மதம்,உடன்பாடு
சம்மதம்,ஒப்பு
சம்ரக்ஷணை,பாதுகாப்பு
சயநம்,படுக்கை
சயநம்,உறக்கம்
சயம்,வெற்றி
ஜெயம்,வெற்றி
சயிலம்,மலை
சரசம்,இனிய பண்பு
சரசம்,இனிய விளையாட்டு
சரசுவதி,கலைமகள்
சரசுவதி,நாமகள்
சரணம்,அடைக்கலம்
சரணம்,வணக்கம்
சரணம்,கால்
சரணம்,திருவடி
சரணாகதி,புகலடைதல்
சரணாகதி,அடைக்கலம் புகுதல்
சரணாரவிந்தம்,திருவடித்தாமரை
சரம்,மாலை
சரம்,அம்பு
சரவணம்,நாணல்
சரவணம்,பொய்கை
சரிதம்,வரலாறு
சரித்திரம்,வரலாறு
சரீரம்,உடல்
சரீரம்,யாக்கை
சரீரம்,மெய்
சர்ப்பம்,பாம்பு
சருமம்,தோல்
சருவம்,எல்லாம்
சரோசம்,தாமரை
சர்வகலாசாலை,பல்கலைக்கழகம்
சர்வமானியம்,இறையிலி
சர்வேஸ்வரன்,எப்பொருட்கும் இறைவன்
சலசம்,தாமரை
சலசந்தி,கடலிணைக்கால்
சலசாட்சி,தாமரைக்கண்ணி
சலம்,நீர்
ஜலம்,நீர்
சலதோஷம்,நீர்க்கோவை
சலநம்,அசைவு
சல்லாபம்,உரையாடல்
சவம்,பிணம்
சனம்,மக்கள்
சனம்,நரல்
ஜனம்,மக்கள்
ஜனம்,நரல்
சனனம்,பிறப்பு
சன்மம்,பிறப்பு
சனி,காரி
சன்மார்க்கம்,நன்னெறி
சன்மானம்,பரிசு
சன்னல்,பலகணி
சாகரம்,கடல்
சாக்கிரதை,விழிப்பு
சாக்கிரதை,உன்னிப்பு
சாக்கிரதை,எச்சரிக்கை
சாக்கிரம்,நனவு
சாகை,தங்குமிடம்
சாகை,வீடு
சாசனம்,முறி
சாசுவதம்,அழியாமை
சாசுவதம்,அசையா நிலை
சாசுவதம்,உறுதி
சாசுவதம்,வீடுபேறு
சாடி,தாழி
சாட்சி,சான்று
சாட்சி,கரி
சாஷ்டாங்கம்,எட்டுறுப்பு
சாதகம்,பயிற்சி
சாதகம்,பிறந்தநாட் குறிப்பு
சாதகம்,உதவி
சாதகம்,காரியங்கைகூடல்
சாதம்,சோறு
சாதனம்,கருவி
சாதனம்,இடம்
சாதனம்,பயிற்சி
சாதனம்,உறுதிமுறி
சாதனம்,அடையாளம்
சாதனம்,முயற்சி கைகூடல்
சாதாரணம்,பொது
சாதி,இனம்
சாதி,குலம்
சாதி,வகுப்பு
சாதித்தல்,நிலைநிறுத்தல்
சாதியாசாரம்,குல ஒழுக்கம்
சாது,துறவி
சாதுரியம்,திறமை
சாதுரியம்,வன்மை
சாத்திரம்,கலை
சாத்திரம்,நூல்
சாத்மிகம்,அமைதித்தன்மை
சாத்துவிகம்,அமைதித்தன்மை
சாந்தம்,அமைதி
சாந்தம்,பொறுமை
சாந்திரம்,நெருக்கம்
சாந்திரம்,திங்கட்டொடர்புடையது
சாபம்,தீமொழி
சாபம்,வசவு
சாபம்,வில்
சாமர்த்தியம்,வல்லமை
சாமர்த்தியம்,திறமை
சாமர்த்தியம்,கூறுபாடு
சாமான்,பொருள்கள்
சாமான்,தட்டுமுட்டுகள்
சாமி,கடவுள்
சாமி,தலைவன்
சாமி,அடிகள்
சுவாமி,கடவுள்
சுவாமி,தலைவன்
சுவாமி,அடிகள்
சாமீப்பியம்,சிவனருகிருப்பு
சாயை,நிழல்
சாயுச்சியம்,சிவப்பேறடைவு
சாரதி,வலவன்
சாராம்சம்,சிறந்த பகுதி
சாரீரம்,இனிய குரல்
சாரீரம்,இன்னிசை
சாரீரம்,உடற்றொடர்பு
சாரூபம்,சிவனுருவம்
சாலோகம்,சிவவுலகு
சாவகாசம்,ஒழிவு
சாவகாசம்,ஓய்வு
சாவகாசம்,வசதி
சாவகாசம்,விரைவின்மை
சாவதானம்,ஒழிவு
சாவதானம்,ஓய்வு
சாவதானம்,உன்னிப்பு
சிகரம்,தலை
சிகரம்,மலை
சிகரம்,உச்சி
சிகரம்,முகடு
சிகரம்,குவடு
சிகிச்சை,மருத்துவம்
சிகிச்சை,பரிகாரம்
சிகித்சை,மருத்துவம்
சிகித்சை,பரிகாரம்
சிகை,குடுமி
சிகை,கூந்தல்
சிங்கம்,அரிமா
சிங்கம்,ஏறு
சிம்ஹம்,அரிமா
சிம்ஹம்,ஏறு
சிங்காசனம்,அரியணை
சிங்காரம்,ஒப்பனை
சிங்காரம்,திருத்தம்
சிங்காரம்,அழகு
சிங்குவை,வாய்
சிசு,குழந்தை
சிசு,மகவு
சிசுருஷை,பணிவிடை
சிட்சை,கற்பித்தல்
சிட்சை,கல்வி பயிற்றல்
சிட்சை,ஒறுத்தல்
சிக்ஷை,கற்பித்தல்
சிக்ஷை,கல்வி பயிற்றல்
சிக்ஷை,ஒறுத்தல்
சிருட்டி,படைப்பு
சிருஷ்டி,படைப்பு
சித்தம்,உள்ளம்
சித்தம்,நினைவு
சித்தம்,கருத்து
சித்தி,பேறு
சித்தி,ஆக்கம்
சித்திரம்,ஓவியம்
சித்திரம்,படம்
சித்திரவதை,வன்கொலை
சிநேகம்,நட்பு
சிநேகம்,கேண்மை
சிநேகிதம்,நட்பு
சிநேகிதம்,கேண்மை
சிரஞ்சீவி,நீடுவாழ்வோன்
சிரத்தை,அன்பு
சிரத்தை,முதன்மை
சிரத்தை,உளத்திட்பம்
சிரத்தை,விருப்பு
சிரம பரிகாரம்,துன்ப நீக்கம்
சிரமம்,துன்பம்
சிரமம்,தொல்லை
சிரவணம்,கேள்வி
சிரார்த்தம்,இறந்தநாட்கடன்
சிருட்டி,படைத்தல்
ஸ்திரீதனம்,மகளுக்குக் கொடுக்கும் கொடை
ஸ்திரீதனம்,மகட்கொடை
ஶ்ரீதனம்,மகளுக்குக் கொடுக்கும் கொடை
ஶ்ரீதனம்,மகட்கொடை
ஶ்ரீமத்,திருவாளர்
ஶ்ரீலஶ்ரீ,மறைத்திருவாளர்
சிரேஷ்டம்,சிறப்பு
சிரேஷ்டன்,தலைவன்
சிரேஷ்டன்,மூத்தோன்
சிலாகித்தல்,புகழ்தல்
சிலாக்கியம்,மேன்மை
சிலாக்கியம்,நன்மை
சிலேட்டுமம்,சளி
சிலேட்டுமம்,கோழை
சிவிகை,பல்லக்கு
சிற்பம்,கற்றச்சு
சின்னம்,அடையாளம்
சின்னாபின்னம்,உருக்குலைவு
சீக்கிரம்,விரைவு
சீக்கிரம்,ஒல்லை
சீக்கிரம்,கடிது
சீடன்,மாணாக்கன்
சீணதசை,அழிவுக்காலம்
சீணதசை,மழுக்கம்
சீதபேதி,வயிற்றளைச்சல்
சீதம்,குளிர்ச்சி
சீதளம்,குளிர்ச்சி
சீதோஷ்ணம்,தட்பவெப்பம்
சீமந்தம்,சூல்காப்பிடுஞ்சடங்கு
சீமந்த புத்திரன்,தலைமகன்
சீமந்தினி,பெண்மகள்
சீரணம்,செரித்தல்
சீரணம்,பழுது
சீர்ணோத்தாரணம்,பழுது பார்த்தல்
சீலம்,ஒழுக்கம்
சீவசெந்து,உயிர்ப்பொருள்
சீவகாருண்ணியம்,உயிர்களிடத்தன்பு
சீவகாருண்ணியம்,அருள் ஒழுக்கம்
சீவனம்,பிழைப்பு
சீவியம்,வாழ்நாள்
சீவியம்,பிழைப்பு
சீவியம்,வாழ்க்கை
சுகந்தம்,நறுமணம்
சுகம்,நலம்
சுகம்,இன்பம்
சுகாதாரம்,நலவழி
சுகிர்தம்,நன்மை
சுக்கிரவாரம்,வெள்ளிக்கிழமை
சுக்கிலபக்ஷம்,வளர்பிறை
சுக்கிலம்,வெண்ணீர்
சுக்கிலம்,வெண்மை
சுதந்திரம்,உரிமை
சுதேசம்,தாய்நாடு
சுத்தம்,தூய்மை
சுத்தம்,துப்புரவு
சுந்தரம்,அழகு
சுபாவம்,தன்மை
சுபாவம்,இயற்கை
சுபாவம்,இயல்பு
சுயபாஷை,தாய்மொழி
சுபிக்ஷம்,செழிப்பு
சுயம்வரம்,தான் விரும்பும் மணம்
சுயார்ச்சிதம்,தான் தேடிய பொருள்
சுயேச்சை,தன் விருப்பம்
சுரஸம்,முறித்த சாறு
சுரம்,காய்ச்சல்
சுரம்,வெப்புநோய்
சுருதி,குரல்
சுலபம்,எளிது
சுவதந்திரம்,உரிமை
சுவர்க்கம்,துறக்கம்
சுவர்க்கம்,பேரின்பவீடு
சுவர்ணம்,பொன்
சுவாசகாசம்,இளைப்பிருமல்
சுவாசம்,மூச்சு
சுவாசம்,உயிர்ப்பு
சுவாதிஷ்டானம்,கொப்பூழ்
சுவீகாரம்,தனதாக்குதல்
சுவேதம்,வெண்மை
சுழுத்தி,உறக்கம்
சூக்குமம்,நுண்மை
சூக்குமம்,அணு
சூசிகை,ஊசி
சூசிகை,யானை
சூசிகை,துதிக்கை
சூதகம்,தீட்டு
சூரணம்,தூள்
சூரியன்,ஞாயிறு
சூரியன்,பகலவன்
சூரியன்,கதிரவன்
சூரியன்,பரிதி
சூரியன்,என்றூழ்
சூரியன்,கனலி
சூரியன்,எல்லோன்
சூரியன்,வெயிலோன்
சூரியன்,வெய்யோன்
சூலம்,வேல்
சூன்யம்,பாழ்
சூன்யம்,இன்மை
சூன்யம்,இல் பொருள்
சேஷம்,எச்சில்
சேஷம்,மிச்சம்
சேஷ்டன்,தமையன்
சேஷ்டன்,மூத்தோன்
சேஷ்டை,குறும்பு
சேஷ்டை,தமக்கை
சேஷ்டை,அக்காள்
சேத்திரம்,திருக்கோயில்
சேத்திரம்,திருப்பதி
சேமம்,நலம்
சேமம்,காவல்
சேமம்,புதையல்
சேவகன்,காவற்காரன்
சேவகன்,போர் மறவன்
சேவித்தல்,தொழுதல்
சேவித்தல்,வணங்கல்
சேனாதிபதி,படைத்தலைவன்
சேனாதிபதி,சேனைத்தலைவன்
சைந்யம்,படை
சைலம்,மலை
சொஸ்தம்,நலம்
சொஸ்தம்,குணம்
சொப்பனம்,கனவு
சோதரன்,உடன் பிறந்தான்
சோதனை,ஆராய்ச்சி
சோதனை,ஆய்வு
சோதனை,தேர்வு
சோதி,ஒளிவிளக்கம்
ஜோதி,ஒளிவிளக்கம்
சோதிடர்,கோள்நூலார்
சோதிடர்,காலக்கணிதர்
சோதிடர்,குறிப்பாளர்
சோசியர்,கோள்நூலார்
சோசியர்,காலக்கணிதர்
சோசியர்,குறிப்பாளர்
சோத்திரம்,செவி
சோபித்தல்,ஒளிர்தல்
சோபித்தல்,விளங்கல்
சோமன்,திங்கள்
சோமன்,மதி
சோமவாரம்,திங்கட்கிழமை
சோலி,வேலை
சோலி,தொழில்
சௌகரியம்,நலம்
சௌகரியம்,எளிது
சௌக்கியம்,நலம்
சௌக்கியம்,மகிழ்ச்சி
சௌஜன்யம்,நல்லிணக்கம்
சௌந்தரம்,அழகு
சௌபாக்கியவதி,செல்வி
சௌபாக்கியவதி,திருமகள்
சௌரமானம்,பகல் வழியளவு
சூரியமானம்,பகல் வழியளவு
ஞாதி,சுற்றம்
ஞானம்,அறிவு
ஞானம்,கல்வி
ஞானம்,மெய்யுணர்வு
ஞானம்,அருளறிவு
ஞாபகம்,நினைவு
தகநம்,எரித்தல்
தகநம்,சுடுதல்
தக்கணம்,உடன்
தக்கணம்,தெற்கு
தசாவதாரம்,பத்துப் பிறப்பு
தயை,ஊன்
தயை,புலால்
தசா,ஊன்
தசா,புலால்
தட்சிணாமூர்த்தம்,குருவடிவம்
தட்சிணாமூர்த்தம்,தென்முகக் கடவுள்
தட்சிணை,காணிக்கை
தக்கணை,காணிக்கை
தண்டனை,ஒறுப்பு
தண்டனை,ஆணை
தண்டனை,கட்டளை
ததாஸ்து,அப்படியேயாகட்டும்
ததியோதநம்,தயிர்ச்சோறு
தத்தம்,கொடுத்தல்
தத்தம்,ஈகை
தத்துவம்,உண்மை
தத்துவம்,மெய்
தத்துவம்,பொருளியல் உண்மை
தநம்,செல்வம்
தநம்,பொருள்
தநம்,கொங்கை
தனம்,செல்வம்
தனம்,பொருள்
தனம்,கொங்கை
தநவான்,செல்வன்
தந்தம்,பல்
தந்தி,கம்பி
தந்தி,மின்செய்தி
தந்தி,ஆண்யானை
தந்திரம்,சூழ்ச்சி
தந்திரம்,நூல்
தபசு,தவம்
தவசு,தவம்
தபால்,அஞ்சல்
தமரகம்,உடுக்கை
தமாஷ்,பகடி
தமாஷ்,விளையாட்டு
தம்பதி,கணவனும் மனைவியும்
தம்பம்,தூண்
ஸ்தம்பம்,தூண்
தயவு,அன்பு
தயவு,இரக்கம்
தயவு,கண்ணோட்டம்
தயா,அன்பு
தயா,இரக்கம்
தயா,கண்ணோட்டம்
தயை,அன்பு
தயை,இரக்கம்
தயை,கண்ணோட்டம்
தயிலம்,எண்ணெய்
தரா,நிலம்
தரா,வையகம்
தராசு,துலாக்கோல்
தராசு,நிறைகோல்
திராசு,துலாக்கோல்
திராசு,நிறைகோல்
தரிசனம்,காட்சி
தரிசனம்,பார்வை
தரிசனம்,கண்
தரித்தல்,அணிதல்
தரித்தல்,பூணல்
தரித்தல்,உடுத்தல்
தரித்தல்,மேற்கொள்ளல்
தரித்திரம்,வறுமை
தரித்திரம்,எளிமை
தரித்திரம்,நல்குரவு
தரித்திரம்,மிடி
தரித்திரம்,இன்மை
தருக்கம்,அளவை
தருக்கம்,அளவை நூல்
தருணம்,வேளை
தருணம்,பொழுது
தருமம்,அறம்
தலம்,இடம்
தலம்,கோயில்
தலம்,பதி
ஸ்தலம்,இடம்
ஸ்தலம்,கோயில்
ஸ்தலம்,பதி
தலயாத்திரை,திருக்கோயிற் பயணம்
தலயாத்திரை,திருக்கோயிற் செலவு
தற்சமயம்,இப்போது
தற்சமயம்,இவ்வேளை
தாகம்,விடாய்
தாகம்,நீர்வேட்கை
தாசன்,அடியான்
தாசன்,அடிமை
தாட்சணியம்,கண்ணோட்டம்
தாநம்,இடம்
தாநம்,இருக்கை
ஸ்தாநம்,இடம்
ஸ்தாநம்,இருக்கை
தாபரம்,நிலையியற் பொருள்
தாபரம்,நிற்பன
தாபரம்,அசையாப் பொருள்
தாவரம்,நிலையியற் பொருள்
தாவரம்,நிற்பன
தாவரம்,அசையாப் பொருள்
தாபித்தல்,நிறுவுதல்
தாபித்தல்,நாட்டல்
தாபித்தல்,நிலைநிறுத்தல்
தாமசம்,தாழ்த்தல்
தாமசம்,அட்டி
தாமசம்,மயல்
தாமதம்,தாழ்த்தல்
தாமதம்,அட்டி
தாமதம்,மயல்
தாமம்,கயிறு
தாமம்,மாலை
தாம்பரபரணி,பொருநை
தாரதம்மியம்,ஏற்றத்தாழ்வு
தாற்பரியம்,கருத்துரை
தானம்,ஈகை
தானம்,கொடை
தானியம்,கூலம்
திடம்,வன்மை
திடம்,உறுதி
திட்டி,கண்
திட்டி,பார்வை
திட்டி,கண்ணேறு
திருட்டி,கண்
திருட்டி,பார்வை
திருட்டி,கண்ணேறு
திதி,காத்தல்
திநம்,நாள்
திநம்,ஞான்று
தினம்,நாள்
தினம்,ஞான்று
தியாகம்,கொடை
தியானித்தல்,நினைத்தல்
தியானித்தல்,வழிபடல்
திரம்,நிலை
திரம்,உறுதி
ஸ்திரம்,நிலை
ஸ்திரம்,உறுதி
திரயம்,மூன்று
திரவியம்,பொருள்
திரவியம்,செல்வம்
திராவகம்,செய்நீர்
திராவகம்,சாரம்
திராட்சை,கொடிமுந்திரி
திரி,பெண்
ஸ்திரீ,பெண்
திருட்டாந்தம்,சான்று
திருட்டாந்தம்,எடுத்துக்காட்டு
திருட்டாந்தம்,மேற்கோள்
திருத்தி,மனநிறைவு
திருத்தி,அமைவு
திருத்தி,சால்வு
திருப்தி,மனநிறைவு
திருப்தி,அமைவு
திருப்தி,சால்வு
திரோபவம்,மறைத்தல்
திலகம்,பொட்டு
திவ்வியம்,நேர்த்தி
திவ்வியம்,இனிமை
திவ்வியம்,மேன்மை
தினசரி,நாடோறும்
தீபஸ்தம்பம்,விளக்குத்தண்டு
தீபஸ்தம்பம்,கலங்கரை விளக்கம்
தீபாராதனை,ஒளியால்வழிபடுகை
தீரம்,கரை
தீரன்,திண்ணியன்
